"Date","NewCases","NewCasesN","Country"
"2020-01-16",0.,0.,"Afghanistan"
"2020-01-23",0.,0.,"Afghanistan"
"2020-01-30",0.,0.,"Afghanistan"
"2020-02-06",0.,0.,"Afghanistan"
"2020-02-13",0.,0.,"Afghanistan"
"2020-02-20",0.,0.,"Afghanistan"
"2020-02-27",0.,0.,"Afghanistan"
"2020-03-05",0.017602416,0.00005837030136727923,"Afghanistan"
"2020-03-12",0.0070409664,0.000023348120546911694,"Afghanistan"
"2020-03-19",0.105614495,0.0003502218048876362,"Afghanistan"
"2020-03-26",0.34148684799999995,0.001132383772245939,"Afghanistan"
"2020-04-02",1.29905827,0.0043077281387712,"Afghanistan"
"2020-04-09",3.6929867400000003,0.01224608877322102,"Afghanistan"
"2020-04-16",5.6362935499999995,0.01869017032138952,"Afghanistan"
"2020-04-23",8.5512537,0.02835629242809973,"Afghanistan"
"2020-04-30",10.1530735,0.033667989666823946,"Afghanistan"
"2020-05-07",17.7749193,0.058942329071195,"Afghanistan"
"2020-05-14",30.424016100000003,0.10088722983026623,"Afghanistan"
"2020-05-21",53.6310404,0.17784263198805936,"Afghanistan"
"2020-05-28",84.650016,0.2807027708392421,"Afghanistan"
"2020-06-04",107.413454,0.3561872234402587,"Afghanistan"
"2020-06-11",122.13963999999999,0.405019833396222,"Afghanistan"
"2020-06-18",116.07385099999999,0.38490543932893445,"Afghanistan"
"2020-06-25",105.885573,0.35112071016030094,"Afghanistan"
"2020-07-02",70.3568565,0.23330609372937322,"Afghanistan"
"2020-07-09",52.518568,0.17415362990727792,"Afghanistan"
"2020-07-16",44.030681799999996,0.14600746659281183,"Afghanistan"
"2020-07-23",28.332848,0.09395283444916394,"Afghanistan"
"2020-07-30",19.7534304,0.06550314942480481,"Afghanistan"
"2020-08-06",17.1236296,0.056782626899265595,"Afghanistan"
"2020-08-13",10.114348199999998,0.03353957505421972,"Afghanistan"
"2020-08-20",11.5823898,0.03840765853842455,"Afghanistan"
"2020-08-27",9.8115865,0.032535605390540054,"Afghanistan"
"2020-09-03",6.7980529,0.0225426098601298,"Afghanistan"
"2020-09-10",4.5871896,0.015211300504478992,"Afghanistan"
"2020-09-17",7.0656096,0.023429838363980333,"Afghanistan"
"2020-09-24",7.2662771,0.024095259658967257,"Afghanistan"
"2020-10-01",6.762848099999999,0.02242586936350849,"Afghanistan"
"2020-10-08",3.7704374,0.01250291819739181,"Afghanistan"
"2020-10-15",7.88588244,0.026149895251295914,"Afghanistan"
"2020-10-22",10.5684904,0.03504552838912553,"Afghanistan"
"2020-10-29",14.120657699999999,0.04682465438001192,"Afghanistan"
"2020-11-05",15.9794733,0.05298855976426145,"Afghanistan"
"2020-11-12",15.328184,0.05082885891874772,"Afghanistan"
"2020-11-19",21.9185276,0.07268269659909342,"Afghanistan"
"2020-11-26",32.895395,0.10908241912619782,"Afghanistan"
"2020-12-03",36.0884738,0.11967079357692494,"Afghanistan"
"2020-12-10",39.784979,0.1319285497014089,"Afghanistan"
"2020-12-17",34.870385999999996,0.11563156669024038,"Afghanistan"
"2020-12-24",37.112932199999996,0.12306793778407471,"Afghanistan"
"2020-12-31",34.24726,0.11356525645136253,"Afghanistan"
"2021-01-07",24.393428,0.08088956332704712,"Afghanistan"
"2021-01-14",19.792157,0.06563156834825999,"Afghanistan"
"2021-01-21",14.20515,0.04710483415841363,"Afghanistan"
"2021-01-28",14.2403549,0.04722157498663885,"Afghanistan"
"2021-02-04",11.8358646,0.039248190909947356,"Afghanistan"
"2021-02-11",8.5054871,0.028204528588717925,"Afghanistan"
